-6.2832	0.0000
-6.2706	0.0800
-6.2580	0.1596
-6.2454	0.2384
-6.2329	0.3159
-6.2203	0.3918
-6.2077	0.4657
-6.1951	0.5372
-6.1826	0.6060
-6.1700	0.6718
-6.1574	0.7343
-6.1448	0.7932
-6.1322	0.8483
-6.1197	0.8994
-6.1071	0.9464
-6.0945	0.9891
-6.0819	1.0275
-6.0693	1.0616
-6.0568	1.0912
-6.0442	1.1164
-6.0316	1.1374
-6.0190	1.1542
-6.0064	1.1669
-5.9939	1.1757
-5.9813	1.1807
-5.9687	1.1823
-5.9561	1.1807
-5.9436	1.1760
-5.9310	1.1686
-5.9184	1.1589
-5.9058	1.1470
-5.8932	1.1333
-5.8807	1.1181
-5.8681	1.1018
-5.8555	1.0846
-5.8429	1.0669
-5.8303	1.0489
-5.8178	1.0310
-5.8052	1.0134
-5.7926	0.9963
-5.7800	0.9801
-5.7674	0.9649
-5.7549	0.9508
-5.7423	0.9382
-5.7297	0.9270
-5.7171	0.9175
-5.7046	0.9096
-5.6920	0.9035
-5.6794	0.8992
-5.6668	0.8967
-5.6542	0.8959
-5.6417	0.8968
-5.6291	0.8994
-5.6165	0.9035
-5.6039	0.9090
-5.5913	0.9159
-5.5788	0.9239
-5.5662	0.9329
-5.5536	0.9427
-5.5410	0.9532
-5.5284	0.9642
-5.5159	0.9754
-5.5033	0.9868
-5.4907	0.9981
-5.4781	1.0092
-5.4656	1.0199
-5.4530	1.0300
-5.4404	1.0394
-5.4278	1.0479
-5.4152	1.0556
-5.4027	1.0621
-5.3901	1.0676
-5.3775	1.0719
-5.3649	1.0749
-5.3523	1.0767
-5.3398	1.0772
-5.3272	1.0765
-5.3146	1.0746
-5.3020	1.0715
-5.2894	1.0674
-5.2769	1.0622
-5.2643	1.0561
-5.2517	1.0492
-5.2391	1.0416
-5.2266	1.0335
-5.2140	1.0250
-5.2014	1.0161
-5.1888	1.0071
-5.1762	0.9982
-5.1637	0.9893
-5.1511	0.9808
-5.1385	0.9726
-5.1259	0.9650
-5.1133	0.9580
-5.1008	0.9517
-5.0882	0.9463
-5.0756	0.9418
-5.0630	0.9383
-5.0504	0.9357
-5.0379	0.9343
-5.0253	0.9338
-5.0127	0.9345
-5.0001	0.9361
-4.9876	0.9388
-4.9750	0.9424
-4.9624	0.9470
-4.9498	0.9523
-4.9372	0.9584
-4.9247	0.9651
-4.9121	0.9723
-4.8995	0.9799
-4.8869	0.9878
-4.8743	0.9959
-4.8618	1.0040
-4.8492	1.0120
-4.8366	1.0198
